Seconds Time Day T0_25cM3-1Ti-sub_4_flange T1_26cM3-2Turbo_2_bellow T2_27_M3-3T_of_Ti-sub_4_b T3_28cM3-4Ion_pump_4_fla T4_29cM3-5Micros_top_fl T5_30cM3-6Micros_bot T6_55_M3-7Vertical_chimne T7_56_M3-8Turbo_2_cold_ca T8_57cM3-9Turbo_2_T_to_b T9_58_M3-10Turbo_2_botto T10_59_M3-11Turbo_2_RGA T11_60_M3-12Turbo_2_angle T12_43cM4-1Gate_valve_4_t T13_44_M4-2Gate_valve_3_to T14_45_M4-3Gate_valve_2_to T15_46_M4-4Horiz_large_rec T16_47cM4-5Ion_pump_3_bo T17_48cM4-6Ion_pump_3_bot T18_49cM4-7Ti-sub_3_flange T19_50cM4-8T_before_back_ T20_51_M4-9Gate_valve_4_b T21_52cM4-10Turbo_2_bello T22_53cM4-11Ion_pump_3_fl T23_54cM4-12Back_window_ S0_25cM3-1Ti-sub_4_flange S1_26cM3-2Turbo_2_bellow S2_27_M3-3T_of_Ti-sub_4_b S3_28cM3-4Ion_pump_4_fla S4_29cM3-5Micros_top_fl S5_30cM3-6Micros_bot S6_55_M3-7Vertical_chimne S7_56_M3-8Turbo_2_cold_ca S8_57cM3-9Turbo_2_T_to_b S9_58_M3-10Turbo_2_botto S10_59_M3-11Turbo_2_RGA S11_60_M3-12Turbo_2_angle S12_43cM4-1Gate_valve_4_t S13_44_M4-2Gate_valve_3_to S14_45_M4-3Gate_valve_2_to S15_46_M4-4Horiz_large_rec S16_47cM4-5Ion_pump_3_bo S17_48cM4-6Ion_pump_3_bot S18_49cM4-7Ti-sub_3_flange S19_50cM4-8T_before_back_ S20_51_M4-9Gate_valve_4_b S21_52cM4-10Turbo_2_bello S22_53cM4-11Ion_pump_3_fl S23_54cM4-12Back_window_ O0_25cM3-1Ti-sub_4_flange O1_26cM3-2Turbo_2_bellow O2_27_M3-3T_of_Ti-sub_4_b O3_28cM3-4Ion_pump_4_fla O4_29cM3-5Micros_top_fl O5_30cM3-6Micros_bot O6_55_M3-7Vertical_chimne O7_56_M3-8Turbo_2_cold_ca O8_57cM3-9Turbo_2_T_to_b O9_58_M3-10Turbo_2_botto O10_59_M3-11Turbo_2_RGA O11_60_M3-12Turbo_2_angle O12_43cM4-1Gate_valve_4_t O13_44_M4-2Gate_valve_3_to O14_45_M4-3Gate_valve_2_to O15_46_M4-4Horiz_large_rec O16_47cM4-5Ion_pump_3_bo O17_48cM4-6Ion_pump_3_bot O18_49cM4-7Ti-sub_3_flange O19_50cM4-8T_before_back_ O20_51_M4-9Gate_valve_4_b O21_52cM4-10Turbo_2_bello O22_53cM4-11Ion_pump_3_fl O23_54cM4-12Back_window_ 
45343 12:35:47 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45348 12:35:52 3Jul2016 152 95 155 143 151 121 131 43 76 54 47 56 45 67 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45353 12:35:57 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 56 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45358 12:36:2 3Jul2016 152 95 155 143 151 120 131 43 76 55 47 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45363 12:36:7 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45368 12:36:12 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 44 66 55 123 130 140 123 127 120 98 142 148 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45373 12:36:17 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 56 45 66 55 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45378 12:36:22 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45383 12:36:27 3Jul2016 152 95 155 144 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45388 12:36:32 3Jul2016 152 95 155 143 151 121 131 43 76 54 47 55 45 66 56 123 130 140 123 127 120 98 142 148 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45393 12:36:37 3Jul2016 152 95 155 143 151 120 131 43 77 54 47 55 45 66 55 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45398 12:36:42 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 45 66 56 124 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45403 12:36:47 3Jul2016 152 95 154 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45408 12:36:52 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45413 12:36:57 3Jul2016 152 95 155 143 151 121 131 43 77 55 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45418 12:37:2 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 55 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45423 12:37:7 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45428 12:37:12 3Jul2016 152 95 155 144 151 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45433 12:37:17 3Jul2016 152 95 155 143 151 121 130 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45438 12:37:22 3Jul2016 152 95 155 144 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45443 12:37:27 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 56 124 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45448 12:37:32 3Jul2016 152 95 155 143 151 121 131 43 77 55 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45453 12:37:37 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45458 12:37:42 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45463 12:37:47 3Jul2016 153 95 155 143 151 121 131 43 76 54 47 56 45 66 57 123 129 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45468 12:37:52 3Jul2016 152 94 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 128 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45473 12:37:57 3Jul2016 152 95 155 143 151 120 131 43 76 54 47 55 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45478 12:38:2 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45483 12:38:7 3Jul2016 152 95 155 143 151 121 131 43 76 54 48 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45488 12:38:12 3Jul2016 152 95 155 144 151 120 131 43 77 54 47 56 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45493 12:38:17 3Jul2016 152 95 155 143 151 121 131 43 76 54 47 55 45 66 57 124 130 140 123 128 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45498 12:38:22 3Jul2016 152 95 155 143 151 120 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45503 12:38:27 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 56 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45508 12:38:32 3Jul2016 152 95 154 143 151 120 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45513 12:38:37 3Jul2016 152 95 155 143 151 120 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45518 12:38:42 3Jul2016 152 95 155 143 151 121 131 43 77 55 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45523 12:38:47 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45528 12:38:52 3Jul2016 152 94 155 144 151 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45533 12:38:57 3Jul2016 152 95 155 143 151 121 131 43 76 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45538 12:39:2 3Jul2016 152 95 155 143 151 121 131 43 76 54 48 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45543 12:39:7 3Jul2016 152 94 155 143 151 121 131 43 77 54 47 55 45 66 57 124 130 140 123 128 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45548 12:39:12 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 56 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45553 12:39:17 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45558 12:39:22 3Jul2016 152 94 155 144 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45563 12:39:27 3Jul2016 152 94 155 143 151 121 131 43 77 54 47 56 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45568 12:39:32 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45573 12:39:37 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45578 12:39:42 3Jul2016 152 95 155 143 151 121 131 43 76 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45583 12:39:47 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 56 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45588 12:39:52 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 56 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45593 12:39:57 3Jul2016 152 95 155 143 151 121 130 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45598 12:40:2 3Jul2016 152 95 155 144 150 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45603 12:40:7 3Jul2016 152 94 155 144 151 121 131 43 77 54 47 56 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45608 12:40:12 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 45 66 57 124 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45613 12:40:17 3Jul2016 152 94 155 143 151 121 131 43 77 55 47 56 45 66 57 123 130 140 123 127 120 97 142 148 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45618 12:40:22 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 57 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45623 12:40:27 3Jul2016 152 94 155 143 151 120 131 43 77 54 47 56 45 66 57 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45628 12:40:32 3Jul2016 152 95 155 143 151 121 131 43 76 54 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45633 12:40:37 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45638 12:40:42 3Jul2016 152 94 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45643 12:40:47 3Jul2016 152 95 155 143 151 121 131 43 77 55 47 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45649 12:40:53 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45654 12:40:58 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45659 12:41:3 3Jul2016 152 95 154 143 151 120 131 43 76 54 47 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45664 12:41:8 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45669 12:41:13 3Jul2016 152 95 155 143 150 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45674 12:41:18 3Jul2016 152 95 155 143 151 121 131 43 76 54 48 55 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45679 12:41:23 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 56 45 66 55 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45684 12:41:28 3Jul2016 152 95 155 143 151 121 131 43 77 54 48 56 45 66 56 123 130 140 123 127 120 97 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
45689 12:41:33 3Jul2016 152 95 155 143 151 121 131 43 77 54 47 55 45 66 56 123 130 140 123 127 120 98 142 147 42 30 37 34 31 30 33 28 29 31 26 28 21 20 21 19 21 34 19 21 21 22 21 20 3.8 8.7 0 6.7 5.5 18.5 0 0 5.2 0 0 0 8 0 0 0 10 7.3 11 8 0 7.4 9 3.5 
