Seconds Time Day T0_13_M1-1Left_TC_tube_ T1_14_M1-2Ion_pump_2_fla T2_15_M1-3Ti-sub_2_vert_tu T3_16_M1-4Gate_valve_1_b T4_17_M1-5Cross_front_red T5_18_M1-6Cross_front_flan T6_19cM1-7Ion_pump_2_rig T7_20cM1-8Ti-sub_2_flange T8_21_M1-9Gate_valve_1_to T9_22cM1-10TC_right_flang T10_23_M1-11Wobble_stick_ T11_24cM1-12T_on_Ion_pum T12_1cM2-1Ion_pump_1_flan T13_2cM2-2TC_left_flange T14_3cM2-3Ion_pump_1_top T15_4_M2-4Angle_valve_1_fl T16_5cM2-5Oven_backwind T17_6_M2-6Oven_reservoir T18_7cM2-7Cross_back_flan T19_8cM2-8TC_top_flange_ T20_9cM2-9Ti-Sub_1_flange_ T21_10cM2-10Cross_btm_fla T22_11cM2-11Right_TC_T-ho T23_12cM2-12Right_TC_T-ve S0_13_M1-1Left_TC_tube_ S1_14_M1-2Ion_pump_2_fla S2_15_M1-3Ti-sub_2_vert_tu S3_16_M1-4Gate_valve_1_b S4_17_M1-5Cross_front_red S5_18_M1-6Cross_front_flan S6_19cM1-7Ion_pump_2_rig S7_20cM1-8Ti-sub_2_flange S8_21_M1-9Gate_valve_1_to S9_22cM1-10TC_right_flang S10_23_M1-11Wobble_stick_ S11_24cM1-12T_on_Ion_pum S12_1cM2-1Ion_pump_1_flan S13_2cM2-2TC_left_flange S14_3cM2-3Ion_pump_1_top S15_4_M2-4Angle_valve_1_fl S16_5cM2-5Oven_backwind S17_6_M2-6Oven_reservoir S18_7cM2-7Cross_back_flan S19_8cM2-8TC_top_flange_ S20_9cM2-9Ti-Sub_1_flange_ S21_10cM2-10Cross_btm_fla S22_11cM2-11Right_TC_T-ho S23_12cM2-12Right_TC_T-ve O0_13_M1-1Left_TC_tube_ O1_14_M1-2Ion_pump_2_fla O2_15_M1-3Ti-sub_2_vert_tu O3_16_M1-4Gate_valve_1_b O4_17_M1-5Cross_front_red O5_18_M1-6Cross_front_flan O6_19cM1-7Ion_pump_2_rig O7_20cM1-8Ti-sub_2_flange O8_21_M1-9Gate_valve_1_to O9_22cM1-10TC_right_flang O10_23_M1-11Wobble_stick_ O11_24cM1-12T_on_Ion_pum O12_1cM2-1Ion_pump_1_flan O13_2cM2-2TC_left_flange O14_3cM2-3Ion_pump_1_top O15_4_M2-4Angle_valve_1_fl O16_5cM2-5Oven_backwind O17_6_M2-6Oven_reservoir O18_7cM2-7Cross_back_flan O19_8cM2-8TC_top_flange_ O20_9cM2-9Ti-Sub_1_flange_ O21_10cM2-10Cross_btm_fla O22_11cM2-11Right_TC_T-ho O23_12cM2-12Right_TC_T-ve 
63998 17:46:39 24Jun2016 23 26 29 25 28 27 31 24 23 40 25 26 23 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64003 17:46:44 24Jun2016 23 26 28 25 27 27 31 24 23 40 25 26 23 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64008 17:46:49 24Jun2016 24 26 28 25 28 27 31 24 23 40 25 26 24 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64013 17:46:54 24Jun2016 23 26 28 25 28 27 32 24 24 40 25 26 23 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64018 17:46:59 24Jun2016 23 26 29 25 28 27 31 24 23 40 25 26 23 22 23 22 27 30 35 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64023 17:47:4 24Jun2016 23 26 28 25 27 27 31 24 23 40 25 26 24 22 23 23 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64028 17:47:9 24Jun2016 24 26 29 25 27 27 31 24 23 40 25 26 24 22 23 23 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.00791789 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64033 17:47:14 24Jun2016 23 26 29 24 27 27 32 24 23 40 25 26 24 22 22 22 27 30 36 35 34 37 29 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0163245 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64038 17:47:19 24Jun2016 23 25 28 24 27 27 31 24 23 40 25 26 24 22 22 22 27 30 37 35 33 37 29 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0246334 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64043 17:47:24 24Jun2016 24 25 28 24 28 27 32 24 23 40 25 27 24 22 23 22 27 30 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0329423 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64048 17:47:29 24Jun2016 23 26 29 24 27 27 31 24 23 40 25 26 24 22 22 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.041349 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64053 17:47:34 24Jun2016 24 26 29 25 28 28 31 24 23 40 25 26 24 22 23 22 27 30 36 35 33 37 29 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0496579 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64058 17:47:39 24Jun2016 23 26 28 25 28 27 32 24 23 40 25 26 24 23 23 23 27 30 37 35 34 37 29 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0579668 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64063 17:47:44 24Jun2016 24 26 29 25 27 27 31 24 23 40 25 26 24 22 23 22 27 30 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0663734 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64068 17:47:49 24Jun2016 23 26 28 24 28 27 31 24 23 40 26 26 24 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0746823 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64073 17:47:54 24Jun2016 23 26 28 25 28 27 31 24 23 40 25 26 24 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.083089 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64078 17:47:59 24Jun2016 23 26 28 25 27 27 31 24 23 40 25 27 24 22 23 22 27 31 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0913978 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64083 17:48:4 24Jun2016 23 26 28 25 28 27 31 25 23 40 25 27 24 22 23 22 27 31 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.0997067 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64088 17:48:9 24Jun2016 24 26 28 25 28 27 31 24 23 41 26 27 23 22 23 22 27 31 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.108113 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64093 17:48:14 24Jun2016 24 26 28 25 28 27 31 24 23 40 26 27 24 22 22 22 27 31 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.116422 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64098 17:48:19 24Jun2016 24 26 28 25 28 27 31 24 24 40 25 26 24 22 23 22 27 31 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.124731 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64103 17:48:24 24Jun2016 23 26 29 25 28 27 31 24 23 40 25 27 24 23 23 22 27 31 36 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.133138 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64108 17:48:29 24Jun2016 24 26 29 25 27 28 32 24 23 40 26 26 24 22 23 23 27 30 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.141447 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64113 17:48:34 24Jun2016 24 26 29 25 27 27 31 24 23 41 25 27 23 22 23 22 27 30 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.149853 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64118 17:48:39 24Jun2016 24 26 28 24 28 28 31 24 23 40 25 27 24 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.158162 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64123 17:48:44 24Jun2016 24 26 29 25 28 28 31 24 23 41 25 27 24 22 23 22 27 31 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.166471 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64128 17:48:49 24Jun2016 24 26 28 25 27 28 32 25 23 40 25 26 23 22 22 22 27 30 37 36 34 37 29 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.174878 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64133 17:48:54 24Jun2016 23 26 29 25 28 28 32 25 23 40 25 26 23 22 23 22 27 31 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.183187 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64138 17:48:59 24Jun2016 24 26 29 25 28 28 31 24 24 40 25 27 24 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.191593 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64143 17:49:4 24Jun2016 23 26 29 25 27 28 31 24 23 40 26 27 24 22 23 22 27 30 36 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.199902 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64148 17:49:9 24Jun2016 24 26 28 25 28 27 32 24 23 40 26 27 24 22 22 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.208211 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64153 17:49:14 24Jun2016 23 26 28 25 28 27 32 24 23 40 25 26 24 22 22 23 27 30 36 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.216618 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64158 17:49:19 24Jun2016 24 26 29 25 28 27 32 25 24 40 25 27 24 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.224927 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64163 17:49:24 24Jun2016 23 26 28 25 27 27 32 25 23 40 25 27 24 22 23 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.233236 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64168 17:49:29 24Jun2016 24 26 29 25 28 27 32 24 23 41 25 27 24 22 23 22 27 30 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.241642 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64173 17:49:34 24Jun2016 24 26 28 25 27 27 32 25 23 40 25 27 23 22 23 22 27 30 36 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.249951 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64178 17:49:39 24Jun2016 24 27 28 25 28 27 32 24 23 40 25 27 24 22 23 23 27 30 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.258358 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64183 17:49:44 24Jun2016 23 26 29 25 28 27 31 25 23 41 26 27 23 22 23 22 27 30 36 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.266667 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64188 17:49:49 24Jun2016 24 25 29 25 28 27 31 25 23 40 25 27 24 22 23 22 27 31 36 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.275073 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64193 17:49:54 24Jun2016 23 26 29 25 27 28 31 25 23 40 25 26 24 22 23 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.283382 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64198 17:49:59 24Jun2016 23 26 28 25 28 28 31 24 23 40 26 27 24 23 23 22 27 30 36 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.291691 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64203 17:50:4 24Jun2016 24 26 29 25 28 28 31 25 23 41 26 27 24 22 23 22 27 30 37 36 33 37 31 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.3 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64208 17:50:9 24Jun2016 23 26 29 25 28 28 31 25 23 40 26 26 23 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.308407 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64213 17:50:14 24Jun2016 23 26 28 25 28 27 32 25 23 40 25 27 24 22 23 22 27 31 37 35 34 36 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.316813 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64218 17:50:19 24Jun2016 24 26 28 25 28 28 32 25 23 41 26 27 24 22 23 22 27 31 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.325122 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64223 17:50:24 24Jun2016 23 26 28 25 28 28 32 25 23 40 25 27 24 22 23 22 27 31 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.333431 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64228 17:50:29 24Jun2016 23 26 29 25 27 27 31 25 23 40 26 27 24 22 23 23 27 31 37 35 33 36 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.341838 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64233 17:50:34 24Jun2016 23 26 29 25 28 28 32 25 23 40 26 27 24 22 23 22 27 30 36 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.350147 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64238 17:50:39 24Jun2016 23 26 29 25 28 28 31 25 23 40 26 27 24 22 22 22 27 30 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.358456 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64243 17:50:44 24Jun2016 23 26 28 25 28 27 32 25 24 40 26 27 24 22 23 22 27 30 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.366764 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64248 17:50:49 24Jun2016 24 25 28 25 28 28 32 25 23 41 26 26 24 22 23 22 27 31 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.375171 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64253 17:50:54 24Jun2016 23 26 28 25 28 28 31 25 23 40 26 27 24 22 23 22 27 30 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.38348 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64258 17:50:59 24Jun2016 23 26 29 25 27 28 31 25 23 40 26 27 23 22 22 22 27 30 36 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.391887 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64263 17:51:4 24Jun2016 24 26 29 25 27 28 31 25 23 41 26 27 23 22 23 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.400196 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64268 17:51:9 24Jun2016 24 26 29 25 27 28 31 25 24 40 26 27 24 22 23 22 27 31 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.408504 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64273 17:51:14 24Jun2016 24 26 29 25 28 28 31 25 24 40 26 27 23 22 23 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.416911 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64278 17:51:19 24Jun2016 24 26 29 25 28 28 32 25 23 41 26 27 23 22 23 22 28 31 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.42522 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64283 17:51:24 24Jun2016 23 26 28 25 28 28 32 26 23 40 26 27 23 22 23 22 27 30 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.433627 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64288 17:51:29 24Jun2016 23 26 29 25 28 28 32 25 23 40 26 27 24 23 23 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.441935 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64293 17:51:34 24Jun2016 23 26 28 25 27 28 32 25 24 40 26 27 24 22 23 22 27 31 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.450244 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64298 17:51:39 24Jun2016 23 26 29 25 28 28 31 25 24 40 26 27 24 22 22 22 28 31 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.458651 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64303 17:51:44 24Jun2016 24 26 28 25 28 28 32 25 24 41 26 27 23 22 23 23 27 30 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.46696 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64308 17:51:49 24Jun2016 23 26 28 25 28 28 31 26 24 41 26 27 24 22 23 22 27 31 37 35 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.475269 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64313 17:51:54 24Jun2016 24 26 29 25 28 28 32 25 23 41 25 27 24 22 23 23 27 31 37 36 33 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.483675 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64318 17:51:59 24Jun2016 23 26 29 25 28 28 31 26 23 40 26 27 24 22 23 22 27 30 37 36 34 36 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.491984 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64323 17:52:4 24Jun2016 23 26 29 25 27 28 32 25 24 41 26 27 23 23 23 22 28 31 37 35 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.500391 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64328 17:52:9 24Jun2016 23 26 29 25 27 28 32 26 23 41 26 27 23 22 23 22 27 31 37 36 34 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.5087 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64333 17:52:14 24Jun2016 23 26 28 25 28 28 32 26 23 41 26 27 24 22 23 22 27 31 38 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.517009 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64338 17:52:19 24Jun2016 24 26 29 25 28 28 31 26 23 40 26 27 24 22 23 22 27 31 37 35 34 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.525415 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64343 17:52:24 24Jun2016 23 26 29 25 27 28 31 26 23 40 26 27 23 22 22 22 27 31 37 36 33 37 30 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.533724 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64348 17:52:29 24Jun2016 24 26 29 25 28 28 31 26 23 41 26 27 24 22 23 22 27 30 37 36 34 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.542033 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64353 17:52:34 24Jun2016 23 26 29 25 27 28 31 26 23 41 26 27 24 22 23 22 27 31 37 36 34 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.55044 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64358 17:52:39 24Jun2016 23 26 29 25 27 28 32 26 23 40 25 27 24 22 23 22 27 31 37 36 34 36 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.558749 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64363 17:52:44 24Jun2016 24 26 28 25 28 28 32 25 23 40 26 27 24 22 23 22 27 31 37 36 33 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.567155 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64368 17:52:49 24Jun2016 23 27 28 25 28 28 32 26 23 41 26 27 24 22 23 22 27 31 37 36 34 37 31 27 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.575464 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64373 17:52:54 24Jun2016 24 27 29 25 28 28 32 26 23 41 26 27 24 22 23 22 28 31 37 36 34 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.583773 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
64378 17:52:59 24Jun2016 24 26 28 25 28 28 31 26 23 41 26 27 24 22 22 22 27 31 36 36 34 37 30 28 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 1 0 0 0 1 0.59218 0 1 0 1 0 0 0 0 1 0 1 1 1 1 1 0 
